"b","bF","nb","x1","y0","tauib","y1"
10,"10",800,435,9186.39806676926,-60363.9620019275,0
10,"10",800,470,9925.48416223271,-59560.462689126,0
10,"10",800,440,9292.00331823309,-63986.5361872807,0
10,"10",800,441,9313.39604666372,-63467.6958163617,0
10,"10",800,468,9884.17501869146,-57625.5519551359,0
10,"10",800,476,10054.7137981218,-59682.669086375,0
10,"10",800,482,10179.1959015958,-62967.5092953765,0
10,"10",800,485,10242.71930281,-60830.7496476342,0
10,"10",800,431,9101.85389262574,-61729.2738236552,0
10,"10",800,483,10199.9920440558,-56767.0995652958,0
10,"10",800,439,9273.26719334097,-63281.2891629978,0
10,"10",800,458,9672.13740570139,-60955.1219704856,0
10,"10",800,456,9629.82132207982,-59430.2035190613,0
10,"10",800,478,10094.7992379081,-62374.1026255049,0
10,"10",800,462,9759.15795141899,-61254.4153829664,0
10,"10",800,466,9841.53218267867,-59904.6849994848,0
10,"10",800,449,9482.32520611842,-57929.5044111902,0
10,"10",800,453,9566.55983388098,-61145.7550403933,0
10,"10",800,454,9587.57054025717,-63530.1335310502,0
10,"10",800,446,9419.15442205402,-65351.5872820965,0
10,"10",800,404,0,-58260.411847097,0
10,"10",800,451,9525.30430095402,-60035.7931834088,0
10,"10",800,486,10266.3866109946,-61982.720458046,0
10,"10",800,457,9651.8086948931,-61109.2401710278,0
10,"10",800,502,10601.3391009686,-61182.2077069884,0
10,"10",800,409,0,-58091.0179103677,0
10,"10",800,401,0,-60151.1325758098,0
10,"10",800,467,9863.07004817382,-63568.2219696386,0
10,"10",800,456,9629.9402418637,-57568.1672767882,0
10,"10",800,448,9460.86190368765,-58398.1685136868,0
10,"10",800,473,9989.58477496909,-59143.2526037727,0
10,"10",800,439,9275.38399129931,-59641.916470691,0
10,"10",800,458,9672.38153782266,-58793.2329795361,0
10,"10",800,432,9123.26194263127,-58510.7946837269,0
10,"10",800,464,9798.75215573942,-61855.6263358786,0
10,"10",800,462,9756.64913921082,-61923.8753959012,0
10,"10",800,487,10284.4699795448,-61544.9580668782,0
10,"10",800,458,9672.10074111988,-59800.2056240948,0
10,"10",800,421,8890.70022257453,-58586.8501601081,0
10,"10",800,432,9125.14200387081,-59878.6373891428,0
10,"10",800,490,10348.0775640861,-59387.2952499384,0
10,"10",800,457,9651.53613106893,-63055.2576127517,0
10,"10",800,454,9589.43708316351,-61432.0833947991,0
10,"10",800,507,10706.8347360266,-59636.3091905455,0
10,"10",800,474,10013.0876802514,-61790.350153521,0
10,"10",800,474,10011.0873979195,-56319.4636311846,0
10,"10",800,442,9336.16211132462,-61429.5077621234,0
10,"10",800,426,8996.48986081643,-61848.9960626878,0
10,"10",800,461,9735.71606281101,-61193.3020476045,0
10,"10",800,435,9190.40619350913,-59185.6400826461,0
10,"10",800,447,9440.10747934388,-54835.5074684081,0
10,"10",800,459,9693.15760282799,-60286.9935831593,0
10,"10",800,459,9693.20664723945,-56841.2662542375,0
10,"10",800,417,8809.60635221981,-60241.568813161,0
10,"10",800,470,9925.6591364437,-59156.5487563511,0
10,"10",800,466,9840.98436555892,-62008.1231038375,0
10,"10",800,437,9228.56818357224,-60710.500414117,0
10,"10",800,446,9418.67206036884,-57262.7652441241,0
10,"10",800,443,9357.49636244284,-62095.7623706986,0
10,"10",800,432,9123.06300915436,-60018.566389138,0
10,"10",800,420,8871.8849611724,-60167.4106585453,0
10,"10",800,424,8954.95121019552,-56209.8061582061,0
10,"10",800,461,9736.10958282236,-64497.6670775857,0
10,"10",800,442,9336.15371426419,-64254.8315329664,0
10,"10",800,443,9355.27807368327,-61024.3103511823,0
10,"10",800,467,9862.89358122427,-62746.60151796,0
10,"10",800,437,9228.59374014611,-61410.9373204364,0
10,"10",800,441,9317.36103105048,-57654.4744969802,0
10,"10",800,430,9080.94112261622,-62638.4824131323,0
10,"10",800,458,9672.6028474071,-60662.586639664,0
10,"10",800,437,9228.56303616155,-59811.2998081809,0
10,"10",800,459,9693.23789114959,-58691.9654263129,0
10,"10",800,404,0,-60513.8731976871,0
10,"10",800,468,9887.5452734286,-62155.6221845792,0
10,"10",800,440,9293.79535510992,-57237.7301460284,0
10,"10",800,471,9947.68577024732,-61486.4633329094,0
10,"10",800,461,9737.81367432138,-61237.187198126,0
10,"10",800,445,9397.63131985793,-59329.1895539311,0
10,"10",800,403,0,-58409.1253237718,0
10,"10",800,426,9001.07267579569,-61246.2968958978,0
10,"10",800,481,10159.0421200603,-58238.102397839,0
10,"10",800,445,9397.50432626205,-61167.8997305292,0
10,"10",800,447,9439.93932256632,-58785.5180298156,0
10,"10",800,429,9062.3334089263,-62100.2828973936,0
10,"10",800,422,8911.82276071214,-55681.9853284005,0
10,"10",800,437,9230.62242886448,-62467.1624495152,0
10,"10",800,463,9777.654240708,-60380.3943451438,0
10,"10",800,456,9631.3388647658,-58721.0531813495,0
10,"10",800,470,9925.68223530962,-58979.6536582435,0
10,"10",800,424,8954.49549238367,-63004.9135463625,0
10,"10",800,451,9525.47571481029,-60042.6051659366,0
10,"10",800,434,9166.12238860383,-62807.141502801,0
10,"10",800,421,8890.7703933152,-64614.86682263,0
10,"10",800,448,9461.3143824194,-58908.5044792651,0
10,"10",800,488,10305.600226524,-64285.4764711844,0
10,"10",800,439,9270.91538628923,-58964.2087107365,0
10,"10",800,466,9844.33921168528,-56471.0005770087,0
10,"10",800,449,9481.9866048286,-59631.9671855566,0
10,"10",800,436,9207.88259925384,-58909.1699259929,0
10,"10",800,437,9228.76335248578,-58670.3242247609,0
10,"10",800,448,9461.32067417556,-62333.9366227877,0
10,"10",800,461,9736.49879999468,-61066.9873756834,0
10,"10",800,475,10031.2000525698,-58762.6083116428,0
10,"10",800,458,9672.39654201269,-59695.1304723873,0
10,"10",800,460,9720.95546110491,-61444.2419976649,0
10,"10",800,460,9715.25115961702,-59790.7066828411,0
10,"10",800,413,0,-59978.8803006743,0
10,"10",800,471,9946.84710454385,-61501.2143002563,0
10,"10",800,429,9064.02008525515,-59589.6078170229,0
10,"10",800,447,9440.69116600954,-60273.8177349523,0
10,"10",800,446,9420.98091542157,-58915.6514229386,0
10,"10",800,447,9447.68936252762,-59601.0688109327,0
10,"10",800,460,9714.32576496602,-60326.927847754,0
10,"10",800,449,9482.26786570411,-58509.958760749,0
10,"10",800,454,9588.04351058698,-62463.8034030425,0
10,"10",800,461,9735.89269974028,-63429.1661103621,0
10,"10",800,403,0,-62244.6435225226,0
10,"10",800,460,9714.70687180268,-62108.9349934714,0
10,"10",800,450,9504.50230320138,-60689.5586701069,0
10,"10",800,462,9756.54412602133,-61318.8949660928,0
10,"10",800,446,9418.86074953303,-61798.0122235157,0
10,"10",800,431,9102.5196449409,-58670.8310265121,0
10,"10",800,407,0,-58171.2037892004,0
10,"10",800,482,10180.0272409623,-58485.5031776707,0
10,"10",800,478,10099.1458230452,-63134.2552630896,0
10,"10",800,433,9146.65352675247,-60465.7777918069,0
10,"10",800,449,9482.82452152188,-58305.1317121308,0
10,"10",800,439,9270.98421266608,-60498.5713257507,0
10,"10",800,475,10032.1000459605,-58765.6382742144,0
10,"10",800,479,10115.7404623819,-62302.0505486123,0
10,"10",800,465,9820.85616614177,-65064.5498904052,0
10,"10",800,465,9823.3461703579,-60824.4669337625,0
10,"10",800,444,9377.05359225825,-60252.4011906203,0
10,"10",800,432,9123.47073552276,-60633.9166608425,0
10,"10",800,445,9398.84785915946,-59527.9853585862,0
10,"10",800,462,9756.54603515394,-54934.8490973591,0
10,"10",800,460,9714.40185076288,-59923.6560202164,0
10,"10",800,434,9166.50061728395,-59895.2202762543,0
10,"10",800,466,9844.02512694424,-59776.488425284,0
10,"10",800,451,9524.85012500643,-61423.0460991353,0
10,"10",800,485,10242.2858400627,-61541.9533143327,0
10,"10",800,445,9398.65595575409,-59379.8749678859,0
10,"10",800,416,0,-59250.1752990461,0
10,"10",800,462,9757.17916348353,-63769.244806885,0
10,"10",800,455,9608.77915937186,-61276.0136356625,0
10,"10",800,449,9482.67333028853,-58736.0231653499,0
10,"10",800,474,10009.9933789302,-62762.503497919,0
10,"10",800,439,9270.97534128649,-58630.3299362465,0
10,"10",800,473,9990.06847825665,-54112.9650979503,0
10,"10",800,441,9314.57102874378,-58412.9399587553,0
10,"10",800,432,9124.67357014775,-61191.5914338529,0
10,"10",800,490,10348.9350998864,-56348.5899611866,0
10,"10",800,464,9798.79963390748,-59999.4118644935,0
10,"10",800,460,9716.8377936099,-57918.2236439474,0
10,"10",800,434,9165.88862753464,-57506.9242798384,0
10,"10",800,433,9145.15738156963,-61373.8949051634,0
10,"10",800,468,9885.22861462991,-59131.4698540655,0
10,"10",800,436,9213.82495501985,-61378.511404362,0
10,"10",800,475,10031.0632659903,-61408.2407806947,0
10,"10",800,407,0,-61524.4464468122,0
10,"10",800,458,9672.06775547344,-58979.4509542813,0
10,"10",800,440,9299.21829374475,-59473.530749701,0
10,"10",800,475,10035.795974958,-60097.350860336,0
10,"10",800,468,9883.22511673978,-56214.3014259672,0
10,"10",800,470,9926.55683297281,-60748.3099336868,0
10,"10",800,438,9251.42366899557,-55934.8011804044,0
10,"10",800,435,9188.47198519672,-60667.0569536928,0
10,"10",800,461,9735.41597345602,-59922.904431999,0
10,"10",800,471,9956.45484378157,-58681.6725616756,0
10,"10",800,467,9862.30611778142,-59587.7257448115,0
10,"10",800,474,10009.9925633046,-62314.4709410062,0
10,"10",800,454,9587.62294185337,-59240.8991024523,0
10,"10",800,459,9693.40500076924,-66216.6957229627,0
10,"10",800,420,8872.07414531318,-59925.7902857605,0
10,"10",800,458,9672.1667702407,-61066.8403545493,0
10,"10",800,440,9292.18840480924,-58370.9810938299,0
10,"10",800,442,9337.38210120032,-57659.2244522576,0
10,"10",800,480,10136.7103102553,-60005.3172801162,0
10,"10",800,460,9715.23867356481,-63946.3724266518,0
10,"10",800,454,9587.70520497412,-62005.5503974106,0
10,"10",800,439,9271.38080231369,-55804.9168553946,0
10,"10",800,420,8869.58934144451,-58912.8095350359,0
10,"10",800,442,9334.18016424345,-60115.9001737266,0
10,"10",800,429,9059.81063758566,-59168.6983443215,0
10,"10",800,435,9188.20761657898,-62199.8391096545,0
10,"10",800,498,10522.3465566224,-57922.8428044144,0
10,"10",800,459,9693.80695193305,-60599.7264662402,0
10,"10",800,438,9250.60969876692,-58904.6600538836,0
10,"10",800,440,9292.92862576289,-61167.42724632,0
10,"10",800,485,10244.7089136081,-58111.8329519081,0
10,"10",800,479,10115.5820928542,-59086.3118978668,0
10,"10",800,468,9883.61005954011,-61610.8813735917,0
10,"10",800,443,9356.24761152321,-60290.2506483065,0
10,"10",800,416,0,-59466.805618914,0
10,"10",800,471,9946.64575823099,-56338.5579044362,0
10,"10",800,407,0,-63140.4074362156,0
10,"10",800,426,8999.33323895644,-58905.4435457403,0
10,"10",800,460,9714.33124072206,-59547.9197866571,0
10,"10",800,423,8933.13269407989,-57811.0974538787,0
10,"10",800,451,9524.27070935972,-61705.932108386,0
10,"10",800,439,9270.8998862907,-57686.341959614,0
10,"10",800,442,9334.2951493917,-58307.845416178,0
10,"10",800,463,9777.75315769442,-62709.2115208751,0
10,"10",800,477,10073.5380322807,-58331.9681787994,0
10,"10",800,443,9355.28042961363,-58020.686928176,0
10,"10",800,447,9440.10999657597,-62085.8699051686,0
10,"10",800,422,8912.11202472999,-58398.7369914276,0
10,"10",800,445,9399.48898432043,-61251.4771565962,0
10,"10",800,454,9589.35400154157,-55651.5849165376,0
10,"10",800,481,10159.8716126969,-61069.5102166742,0
10,"10",800,454,9588.6605129041,-58822.1990638601,0
10,"10",800,456,9636.26876668175,-60956.0951238741,0
10,"10",800,450,9503.84416001482,-62773.9220298231,0
10,"10",800,465,9820.86295557059,-61499.1270846361,0
10,"10",800,417,8810.02098639038,-59935.3305757964,0
10,"10",800,471,9946.71057059305,-56792.3058944548,0
10,"10",800,497,10496.4998553427,-61236.5850464287,0
10,"10",800,485,10254.7441434093,-57545.3526947921,0
10,"10",800,432,9126.96275072788,-61118.6433390763,0
10,"10",800,490,10348.2567551483,-59654.7593816003,0
10,"10",800,441,9313.57698829644,-60715.4698347897,0
10,"10",800,447,9440.77627233941,-61359.0709014999,0
10,"10",800,440,9292.1349711613,-64192.3648614419,0
10,"10",800,466,9841.53190669959,-63201.1358200329,0
10,"10",800,433,9144.93935702592,-58540.8843206007,0
10,"10",800,428,9038.52669181755,-60765.7755965555,0
10,"10",800,431,9101.87869924019,-61308.7558870127,0
10,"10",800,435,9186.61273313368,-64266.6513600206,0
10,"10",800,441,9313.42724788206,-60035.7712094354,0
10,"10",800,429,9059.64775995867,-59533.6400576946,0
10,"10",800,458,9672.13794570263,-61674.0219012357,0
10,"10",800,501,10580.4843402056,-57434.1014341154,0
10,"10",800,447,9441.49375635706,-61174.328441478,0
10,"10",800,431,9102.40377374439,-60350.878880666,0
10,"10",800,466,9843.3599378803,-60542.8528423469,0
10,"10",800,473,9991.36110156382,-64061.3426910928,0
10,"10",800,451,9525.07727703999,-59072.3401426069,0
10,"10",800,453,9573.05301570487,-57310.0505020875,0
10,"10",800,449,9483.31878954735,-61244.9075405891,0
10,"10",800,482,10178.869895217,-59907.1619908363,0
10,"10",800,458,9672.37692755823,-61048.7746592741,0
10,"10",800,470,9925.93427383616,-56866.943412736,0
10,"10",800,480,10141.5637012664,-58047.4045900466,0
10,"10",800,440,9291.93297249142,-56886.6870596087,0
10,"10",800,449,9482.80822122426,-59863.4919598099,0
10,"10",800,465,9821.15191706501,-59326.0584162202,0
10,"10",800,442,9340.18236624362,-58360.7367805385,0
10,"10",800,435,9189.06566602337,-58396.9503694732,0
10,"10",800,465,9820.31964035286,-63227.6397840718,0
10,"10",800,448,9461.99928768791,-63048.494704523,0
10,"10",800,426,8996.90514539317,-62369.5807603072,0
10,"10",800,453,9570.99606984148,-63292.6367692554,0
10,"10",800,420,8869.59867170399,-63953.3030005391,0
10,"10",800,461,9738.74078585303,-57827.5659744961,0
10,"10",800,470,9925.46410475016,-60884.8806981717,0
10,"10",800,446,9418.90621396411,-62725.4010522727,0
10,"10",800,438,9249.72701188872,-60815.72393553,0
10,"10",800,428,9038.8511742683,-60472.7237959342,0
10,"10",800,449,9482.08665084233,-60641.5812232976,0
10,"10",800,442,9334.59748630221,-61769.6107156294,0
10,"10",800,475,10032.8368878953,-59342.6763730049,0
10,"10",800,461,9735.65493234577,-61389.7504848486,0
10,"10",800,433,9144.57897876297,-60969.0637753107,0
10,"10",800,482,10179.0538910994,-60503.4481469607,0
10,"10",800,450,9503.20160496425,-59117.7317823489,0
10,"10",800,457,9653.38356185096,-59956.8866279324,0
10,"10",800,471,9947.6064653373,-58656.0960091367,0
10,"10",800,465,9823.18435079605,-58838.2678782819,0
10,"10",800,475,10032.1047880907,-60031.6913456725,0
10,"10",800,459,9695.1920397525,-59592.5178707035,0
10,"10",800,491,10373.2282839989,-61667.4871640192,0
10,"10",800,408,0,-57497.8461853213,0
10,"10",800,483,10200.4707356003,-58909.4757328602,0
10,"10",800,440,9291.98642752564,-62177.9734343347,0
10,"10",800,424,8955.26795856365,-60056.9294064376,0
10,"10",800,445,9397.94223091187,-54153.8975336914,0
10,"10",800,428,9038.68866072163,-62346.7522499393,0
10,"10",800,447,9441.68207251479,-60062.5193739248,0
10,"10",800,454,9587.65405039526,-60875.2477167265,0
10,"10",800,460,9714.28929074516,-60990.8516436734,0
10,"10",800,465,9819.86895109159,-58132.8660614906,0
10,"10",800,430,9081.13424420161,-59468.0471431703,0
10,"10",800,450,9509.14739526055,-60725.6334651527,0
10,"10",800,451,9525.07789585671,-63494.4408929492,0
10,"10",800,493,10411.2400269742,-58221.7512185126,0
10,"10",800,479,10116.6538568502,-56932.2064984174,0
10,"10",800,443,9355.28721077077,-58018.1955072271,0
10,"10",800,437,9230.11291950172,-53504.0648586187,0
10,"10",800,450,9503.76793490859,-57389.9331878282,0
10,"10",800,426,8996.55982143063,-60907.4472109257,0
10,"10",800,483,10200.38612743,-64412.6868756016,0
10,"10",800,412,0,-59504.6584990337,0
10,"10",800,457,9653.65377186724,-57905.581846069,0
10,"10",800,465,9820.74765035461,-62197.4516493946,0
10,"10",800,482,10179.1055497615,-60919.0477959661,0
10,"10",800,475,10031.5373571914,-63380.2836213523,0
10,"10",800,454,9588.1252434249,-61744.7009284053,0
10,"10",800,464,9799.0363622847,-62531.228693445,0
10,"10",800,422,8911.79224934441,-57853.129552213,0
10,"10",800,433,9144.2328463908,-62312.7615918321,0
10,"10",800,506,10686.4485842952,-62395.222954583,0
10,"10",800,426,8996.31377803559,-57613.7133562841,0
10,"10",800,478,10094.6080693923,-59819.4320695702,0
10,"10",800,471,9947.08634578023,-62585.8526080945,0
10,"10",800,441,9313.03609229887,-64242.1442051775,0
10,"10",800,496,10474.5462649181,-59121.15794355,0
10,"10",800,465,9819.93731693845,-62119.19097243,0
10,"10",800,434,9166.80204581032,-60652.2006661054,0
10,"10",800,453,9567.27667707796,-58969.4123946026,0
10,"10",800,479,10115.711797426,-59310.3629417061,0
10,"10",800,456,9632.03647960105,-62095.4834311244,0
10,"10",800,439,9271.48338268348,-60195.91726052,0
10,"10",800,440,9292.20154805458,-65506.7629584361,0
10,"10",800,508,10729.8638011042,-61598.9441835695,0
10,"10",800,476,10052.3760530521,-61928.7461238127,0
10,"10",800,430,9080.74107169259,-63135.6881492372,0
10,"10",800,430,9084.19925023626,-61971.8092398033,0
10,"10",800,433,9144.50733089248,-61197.5173407687,0
10,"10",800,477,10077.5078399483,-58126.0728691634,0
10,"10",800,435,9187.46680071356,-60984.5252429657,0
10,"10",800,480,10136.8522319094,-61473.5236098183,0
10,"10",800,445,9397.70454157168,-61425.4342705062,0
10,"10",800,447,9440.43374778732,-61790.7475126915,0
10,"10",800,463,9778.38446313295,-61099.4624622168,0
10,"10",800,473,9988.90537717132,-57861.6472771637,0
10,"10",800,493,10411.9071705869,-60676.3030054651,0
10,"10",800,457,9651.00974673812,-63554.650738411,0
10,"10",800,456,9630.61326651199,-61127.7054487026,0
10,"10",800,456,9629.84206911136,-57186.0467526849,0
10,"10",800,465,9819.88813148114,-62567.8857500673,0
10,"10",800,457,9650.97719597196,-58643.803860386,0
10,"10",800,459,9693.80036877587,-62152.4457691255,0
10,"10",800,474,10011.7662843865,-62654.8419848826,0
10,"10",800,420,8873.2797458183,-64830.0273587007,0
10,"10",800,480,10137.330778629,-63488.5541431602,0
10,"10",800,456,9631.15409363889,-58520.8988561545,0
10,"10",800,453,9570.66905877867,-61152.930889155,0
10,"10",800,469,9904.98292324423,-58102.3601162386,0
10,"10",800,524,11066.1473568865,-58866.805727077,0
10,"10",800,443,9356.20939784913,-64105.0495384374,0
10,"10",800,444,9376.82291983186,-57565.3305618274,0
10,"10",800,423,8933.52820988865,-61392.8362210828,0
10,"10",800,464,9799.23788561602,-58362.9920241659,0
10,"10",800,474,10009.9266198621,-59527.3532485686,0
10,"10",800,444,9376.39266330645,-63490.2472244669,0
10,"10",800,475,10033.5779236263,-63656.3844703518,0
10,"10",800,460,9715.80670244238,-60702.5856609788,0
10,"10",800,428,9038.54555700087,-60939.5959952324,0
10,"10",800,445,9397.56027975591,-61838.5065495317,0
10,"10",800,440,9292.70063703485,-61497.0891411955,0
10,"10",800,440,9292.96572790956,-59833.9541273883,0
10,"10",800,435,9186.44635640725,-62909.3515838086,0
10,"10",800,435,9188.12492991822,-62021.276752103,0
10,"10",800,448,9460.862227152,-57860.1412073106,0
10,"10",800,439,9271.82959705986,-60201.8612054006,0
10,"10",800,447,9441.23903661558,-60487.8138371353,0
10,"10",800,457,9650.9230822687,-57247.3323407727,0
10,"10",800,451,9524.30277924184,-59713.283761761,0
10,"10",800,468,9883.22411663721,-58404.260635511,0
10,"10",800,441,9314.47775963648,-58713.4239141258,0
10,"10",800,451,9524.42996923827,-59353.6435812198,0
10,"10",800,448,9462.9431619673,-60498.0797981109,0
10,"10",800,464,9800.99182129016,-62820.3275341558,0
10,"10",800,490,10347.8345207687,-59864.0373801664,0
10,"10",800,423,8934.61020961866,-60109.7792080189,0
10,"10",800,440,9291.97536624722,-62796.8505239789,0
10,"10",800,467,9864.04669702981,-59334.1704049846,0
10,"10",800,468,9883.28231895489,-62236.472868935,0
10,"10",800,481,10159.7140311585,-63090.9660107838,0
10,"10",800,451,9525.89596785587,-58092.4025829613,0
10,"10",800,474,10010.3834840233,-56639.4243438919,0
10,"10",800,435,9186.92345781692,-57692.9225483571,0
10,"10",800,442,9334.15837752944,-59078.8884311586,0
10,"10",800,456,9630.29685603042,-60455.0224887791,0
10,"10",800,435,9186.32618840628,-57338.4785626656,0
10,"10",800,429,9059.62146933007,-59666.6095970337,0
10,"10",800,457,9651.78575574628,-61249.2869639085,0
10,"10",800,446,9420.64935544311,-62951.0786080171,0
10,"10",800,436,9209.39591928369,-54334.7714752876,0
10,"10",800,422,8913.81128364363,-58012.6987440079,0
10,"10",800,485,10242.2537712235,-63226.7916156665,0
10,"10",800,452,9545.66369209202,-61446.633385161,0
10,"10",800,470,9927.075963055,-58810.3109474804,0
10,"10",800,456,9630.03378283536,-61009.0092672618,0
10,"10",800,429,9059.78124911824,-55841.7335873328,0
10,"10",800,465,9820.9680566754,-59450.1207366191,0
10,"10",800,416,0,-60799.5442654519,0
10,"10",800,427,9017.60917976429,-57256.0175988954,0
10,"10",800,462,9756.58329475452,-60432.536166933,0
10,"10",800,431,9101.98485439129,-58374.6802223435,0
10,"10",800,460,9714.3917931469,-58736.7457756222,0
10,"10",800,479,10116.1578195862,-59982.427362995,0
10,"10",800,450,9503.54413833646,-59678.4031793015,0
10,"10",800,512,10812.972010129,-57215.0733036101,0
10,"10",800,439,9270.94769114568,-60658.9475574895,0
10,"10",800,418,8827.53724237952,-59063.6301452736,0
10,"10",800,441,9313.31979119717,-58232.4197202896,0
10,"10",800,461,9735.92862496735,-57917.7458857366,0
10,"10",800,444,9376.47275373197,-62027.4424171361,0
10,"10",800,452,9545.57084222365,-57789.17596928,0
10,"10",800,459,9694.59954051248,-61248.3453805086,0
10,"10",800,436,9211.52812413033,-60754.6804897848,0
10,"10",800,450,9503.76164434657,-59600.722598413,0
10,"10",800,460,9717.52693790674,-56803.6695724754,0
10,"10",800,437,9228.81876599906,-60895.6305859123,0
10,"10",800,387,0,-58518.470351816,0
10,"10",800,435,9187.28248015417,-62716.9066394157,0
10,"10",800,446,9418.62246277927,-61484.7573030179,0
10,"10",800,471,9946.68552073518,-57818.9912651467,0
10,"10",800,420,8869.55770528925,-60409.0413732388,0
10,"10",800,456,9629.81924313507,-60493.3264299027,0
10,"10",800,436,9210.51525721658,-58392.196036762,0
10,"10",800,465,9822.8394422539,-58988.9028374798,0
10,"10",800,471,9947.23615962501,-59581.7712526408,0
10,"10",800,436,9207.47289950468,-61182.4382940694,0
10,"10",800,475,10031.6002778114,-60308.8278773686,0
10,"10",800,486,10265.5681022884,-60969.7391740773,0
10,"10",800,478,10099.2468285204,-57963.835805991,0
10,"10",800,458,9672.04860943961,-57975.0207320992,0
10,"10",800,450,9507.21599147987,-62863.0690952336,0
10,"10",800,445,9397.50491215618,-59278.2314624902,0
10,"10",800,421,8891.57046802388,-56652.0268695835,0
10,"10",800,475,10031.5087233163,-55691.3167274997,0
10,"10",800,443,9356.84096050308,-58125.6518793289,0
10,"10",800,455,9610.21093306095,-60048.2860287587,0
10,"10",800,473,9989.70078694669,-56704.3669588027,0
10,"10",800,424,8954.70703515403,-61634.9848675513,0
10,"10",800,416,0,-60398.6349908465,0
10,"10",800,432,9123.82900469125,-60592.1838692619,0
10,"10",800,457,9650.96177617542,-64829.9112606627,0
10,"10",800,443,9355.34349659,-60636.7311132536,0
10,"10",800,428,9040.63786789598,-63027.2577311814,0
10,"10",800,465,9820.02680390272,-63853.603096545,0
10,"10",800,474,10011.8012743362,-63261.2930102815,0
10,"10",800,483,10200.0702479276,-61343.6968161055,0
10,"10",800,451,9524.41127451951,-60543.0429457966,0
10,"10",800,425,8975.15737454465,-61040.0853677893,0
10,"10",800,454,9587.75853367536,-63102.1523334428,0
10,"10",800,478,10094.426844008,-63027.454790911,0
10,"10",800,451,9528.71396503379,-59933.6244155605,0
10,"10",800,469,9904.67528166753,-62505.7053665962,0
10,"10",800,471,9949.91330294415,-60555.5967549653,0
10,"10",800,454,9591.67572057935,-59348.6149946977,0
10,"10",800,444,9377.32512700698,-59801.7075844973,0
10,"10",800,390,0,-65468.3655833109,0
10,"10",800,478,10099.3508365481,-62448.4839847658,0
10,"10",800,476,10054.8385331074,-63224.4582025423,0
10,"10",800,444,9377.0234534419,-59173.0645832819,0
10,"10",800,412,0,-60405.2157590375,0
10,"10",800,470,9926.02596339181,-57818.1155538574,0
10,"10",800,458,9672.07530514565,-58941.6613279234,0
10,"10",800,466,9841.74429537157,-60005.6890505617,0
10,"10",800,462,9758.12157110025,-60371.7479019606,0
10,"10",800,458,9672.54922497352,-61161.4758098866,0
10,"10",800,413,0,-58187.306161834,0
10,"10",800,464,9798.89462010792,-59496.8316157036,0
10,"10",800,414,0,-61549.6398348684,0
10,"10",800,466,9841.42592644226,-57825.1363101964,0
10,"10",800,474,10009.9263230133,-62057.1722284061,0
10,"10",800,461,9735.78705796345,-59179.7485186307,0
10,"10",800,454,9589.4410214073,-60173.2853220637,0
10,"10",800,434,9166.87272237185,-60596.9300251646,0
10,"10",800,454,9587.92520430318,-61795.1621682191,0
10,"10",800,442,9335.01602457435,-63239.2687846059,0
10,"10",800,448,9461.25941508352,-60342.8541635037,0
10,"10",800,447,9442.07307309898,-59532.7000457619,0
10,"10",800,442,9335.73612144809,-60970.4591490247,0
10,"10",800,454,9587.58350369228,-57080.8850570268,0
10,"10",800,454,9587.56909422978,-60423.1539239921,0
10,"10",800,491,10369.03111996,-57992.9581740995,0
10,"10",800,440,9292.86130584256,-61253.342425707,0
10,"10",800,448,9460.9523873472,-59162.6533135857,0
10,"10",800,442,9334.53755955832,-57716.4514501754,0
10,"10",800,487,10284.4611541129,-57934.2368956724,0
10,"10",800,447,9440.37586116388,-58947.3267217773,0
10,"10",800,460,9714.30241544943,-58213.5874671814,0
10,"10",800,447,9443.39991536776,-62776.5233557842,0
10,"10",800,497,10497.4509464302,-58790.4823386956,0
10,"10",800,461,9737.87995438348,-56570.9972581725,0
10,"10",800,429,9060.74442133403,-58903.9946626697,0
10,"10",800,457,9650.93117456212,-58510.1338038124,0
10,"10",800,475,10031.1041015617,-60811.9892889846,0
10,"10",800,454,9587.75988503735,-59769.7695072594,0
10,"10",800,449,9486.09445511469,-55937.7172469765,0
10,"10",800,481,10158.5761109766,-57515.840336022,0
10,"10",800,453,9566.44851565461,-56261.9936134131,0
10,"10",800,460,9714.50459300459,-59284.4039910525,0
10,"10",800,422,8912.02257166495,-59452.7972894207,0
10,"10",800,459,9693.18157670067,-58180.5782881829,0
10,"10",800,444,9377.34767158724,-56214.285947756,0
10,"10",800,432,9123.02422287387,-57613.3896123802,0
10,"10",800,414,0,-58163.5410238377,0
10,"10",800,454,9588.09845644836,-60077.9735284004,0
10,"10",800,464,9799.19200746791,-58016.2341789629,0
10,"10",800,462,9756.97940155196,-58574.0446541843,0
10,"10",800,413,0,-61074.5401145803,0
10,"10",800,459,9696.10986058554,-62949.3062168428,0
10,"10",800,496,10474.7424921489,-62928.7861817083,0
10,"10",800,479,10115.537887903,-60004.2786603509,0
10,"10",800,458,9672.06624608792,-63035.2604529302,0
10,"10",800,441,9314.54983628343,-58088.1330234268,0
10,"10",800,479,10117.7526856953,-58496.1758558354,0
10,"10",800,459,9694.7516880969,-61906.4097861204,0
10,"10",800,488,10310.7967312007,-59582.2552942674,0
10,"10",800,438,9249.76921837514,-58351.9578004758,0
10,"10",800,445,9400.96536559441,-59734.6065806608,0
10,"10",800,415,0,-58219.0923078565,0
