"b","bF","nb","x1","y0","tauib","y1","Y_Z_0","Y_Z_1","Z","Y","pib","nTb","nCb","nbwt","hbwt"
7,"7",70,1330,41700.2211893128,-96130.8048891999,0,41700.2211893128,0,0,41700.2211893128,0.5,35,35,2,0.5
7,"7",70,1313,41166.6153269289,-96889.2666030085,0,41166.6153269289,0,1,0,0.5,35,35,2,0.5
7,"7",70,1295,40607.3360838112,-88278.2711345895,0,40607.3360838112,0,0,40607.3360838112,0.5,35,35,2,0.5
7,"7",70,1308,41010.060291626,-73866.4316437544,0,41010.060291626,0,0,41010.060291626,0.5,35,35,2,0.5
7,"7",70,1318,41326.0073616305,-80431.254822543,0,41326.0073616305,0,1,0,0.5,35,35,2,0.5
7,"7",70,1285,40288.6967709995,-88598.8536358223,0,40288.6967709995,0,1,0,0.5,35,35,2,0.5
7,"7",70,1358,42577.8045797623,-90201.7231150567,0,42577.8045797623,0,0,42577.8045797623,0.5,35,35,2,0.5
7,"7",70,1287,40353.3520756396,-72725.9627202105,0,40353.3520756396,0,0,40353.3520756396,0.5,35,35,2,0.5
7,"7",70,1284,40257.4200819126,-90852.0445764922,0,40257.4200819126,0,1,0,0.5,35,35,2,0.5
7,"7",70,1281,40165.8783845817,-92461.9989572501,0,40165.8783845817,0,0,40165.8783845817,0.5,35,35,2,0.5
7,"7",70,1280,40132.1001376758,-57699.2003091796,0,40132.1001376758,0,1,0,0.5,35,35,2,0.5
7,"7",70,1293,40539.4920611581,-90140.3637124014,0,40539.4920611581,0,0,40539.4920611581,0.5,35,35,2,0.5
7,"7",70,1276,40006.7220691017,-76826.216040824,0,40006.7220691017,0,0,40006.7220691017,0.5,35,35,2,0.5
7,"7",70,1326,41577.5941093596,-87697.235420881,0,41577.5941093596,0,0,41577.5941093596,0.5,35,35,2,0.5
7,"7",70,1320,41386.3156567809,-84327.2965971399,0,41386.3156567809,0,0,41386.3156567809,0.5,35,35,2,0.5
7,"7",70,1285,40288.6821325704,-71611.9617777014,0,40288.6821325704,0,1,0,0.5,35,35,2,0.5
7,"7",70,1296,40633.7068039848,-75764.1615400803,0,40633.7068039848,0,1,0,0.5,35,35,2,0.5
7,"7",70,1308,41011.0541321861,-91902.8731121321,0,41011.0541321861,0,1,0,0.5,35,35,2,0.5
7,"7",70,1241,0,-72522.4694530206,0,0,0,0,0,0.5,35,35,2,0.5
7,"7",70,1280,40133.3644073377,-84738.8656029641,0,40133.3644073377,0,0,40133.3644073377,0.5,35,35,2,0.5
7,"7",70,1337,41919.1013209271,-79602.0339791892,0,41919.1013209271,0,0,41919.1013209271,0.5,35,35,2,0.5
7,"7",70,1276,40006.5235166297,-81941.3678376433,0,40006.5235166297,0,0,40006.5235166297,0.5,35,35,2,0.5
7,"7",70,1375,43110.7512197505,-71281.3568186474,0,43110.7512197505,0,0,43110.7512197505,0.5,35,35,2,0.5
7,"7",70,1274,39944.2415409351,-64270.8428850807,0,39944.2415409351,0,1,0,0.5,35,35,2,0.5
7,"7",70,1224,0,-91459.3513398915,0,0,0,1,0,0.5,35,35,2,0.5
7,"7",70,1323,41480.1994717437,-78677.393743068,0,41480.1994717437,0,0,41480.1994717437,0.5,35,35,2,0.5
7,"7",70,1303,40854.6173480285,-83481.8794712836,0,40854.6173480285,0,1,0,0.5,35,35,2,0.5
7,"7",70,1316,41261.7280097093,-62914.129951107,0,41261.7280097093,0,1,0,0.5,35,35,2,0.5
7,"7",70,1277,40039.5906430266,-87810.643609232,0,40039.5906430266,0,1,0,0.5,35,35,2,0.5
7,"7",70,1313,41166.5785730806,-87152.7014847011,0,41166.5785730806,0,0,41166.5785730806,0.5,35,35,2,0.5
7,"7",70,1373,43048.0204838088,-78721.132454616,0,43048.0204838088,0,1,0,0.5,35,35,2,0.5
7,"7",70,1279,40100.6762763365,-80639.1999512446,0,40100.6762763365,0,0,40100.6762763365,0.5,35,35,2,0.5
7,"7",70,1269,0,-91513.6441022692,0,0,0,1,0,0.5,35,35,2,0.5
7,"7",70,1327,41605.5193328366,-75957.2926973615,0,41605.5193328366,0,0,41605.5193328366,0.5,35,35,2,0.5
7,"7",70,1324,41511.9341376203,-59019.6276968518,0,41511.9341376203,0,0,41511.9341376203,0.5,35,35,2,0.5
7,"7",70,1295,40602.1981113669,-87013.0841081057,0,40602.1981113669,0,0,40602.1981113669,0.5,35,35,2,0.5
7,"7",70,1344,42138.646260467,-77479.0966907715,0,42138.646260467,0,1,0,0.5,35,35,2,0.5
7,"7",70,1330,41699.5704012946,-82932.3266085354,0,41699.5704012946,0,0,41699.5704012946,0.5,35,35,2,0.5
7,"7",70,1295,40602.1998640653,-77963.3288326191,0,40602.1998640653,0,0,40602.1998640653,0.5,35,35,2,0.5
7,"7",70,1363,42734.2054229242,-88725.8773786451,0,42734.2054229242,0,1,0,0.5,35,35,2,0.5
7,"7",70,1368,42891.110855287,-77255.9305489118,0,42891.110855287,0,1,0,0.5,35,35,2,0.5
7,"7",70,1305,40915.8438756125,-92291.5992370533,0,40915.8438756125,0,1,0,0.5,35,35,2,0.5
7,"7",70,1297,40667.9885136664,-79810.4877332193,0,40667.9885136664,0,0,40667.9885136664,0.5,35,35,2,0.5
7,"7",70,1286,40320.0959986435,-91866.312894328,0,40320.0959986435,0,1,0,0.5,35,35,2,0.5
7,"7",70,1373,43047.7701191949,-87409.9349513332,0,43047.7701191949,0,0,43047.7701191949,0.5,35,35,2,0.5
7,"7",70,1321,41417.3875464359,-74381.9353668455,0,41417.3875464359,0,0,41417.3875464359,0.5,35,35,2,0.5
7,"7",70,1278,40069.2064851616,-86053.4335001613,0,40069.2064851616,0,0,40069.2064851616,0.5,35,35,2,0.5
7,"7",70,1357,42547.3316260593,-84283.1357067363,0,42547.3316260593,0,1,0,0.5,35,35,2,0.5
7,"7",70,1372,43018.0931742788,-83657.563803978,0,43018.0931742788,0,1,0,0.5,35,35,2,0.5
7,"7",70,1308,41011.5700508658,-80808.0407401101,0,41011.5700508658,0,1,0,0.5,35,35,2,0.5
7,"7",70,1346,42203.299585778,-92293.8538996618,0,42203.299585778,0,0,42203.299585778,0.5,35,35,2,0.5
7,"7",70,1274,0,-79730.4482536587,0,0,0,0,0,0.5,35,35,2,0.5
7,"7",70,1282,40195.2687236823,-78112.3455790487,0,40195.2687236823,0,1,0,0.5,35,35,2,0.5
7,"7",70,1355,42484.7222860589,-84653.6426746056,0,42484.7222860589,0,1,0,0.5,35,35,2,0.5
7,"7",70,1282,40194.615469864,-100015.178069033,0,40194.615469864,0,1,0,0.5,35,35,2,0.5
7,"7",70,1310,41072.97671383,-106278.905221067,0,41072.97671383,0,1,0,0.5,35,35,2,0.5
7,"7",70,1282,40195.1292416174,-80229.7283079669,0,40195.1292416174,0,1,0,0.5,35,35,2,0.5
7,"7",70,1302,40821.737654783,-81362.952174247,0,40821.737654783,0,0,40821.737654783,0.5,35,35,2,0.5
7,"7",70,1300,40759.1051182933,-83589.2139335012,0,40759.1051182933,0,1,0,0.5,35,35,2,0.5
7,"7",70,1310,41073.7846842712,-83173.0459299047,0,41073.7846842712,0,1,0,0.5,35,35,2,0.5
8,"8",80,916,28593.369193433,-59814.3477025385,0,28593.369193433,0,0,28593.369193433,0.1,8,72,1.11111111111111,0.1
8,"8",80,935,29186.5016126052,-58496.0638668874,0,29186.5016126052,0,1,0,0.1,8,72,10,0.9
8,"8",80,938,29280.4136972445,-64245.741480658,0,29280.4136972445,0,0,29280.4136972445,0.1,8,72,1.11111111111111,0.1
8,"8",80,911,28437.8756060488,-46102.6320721513,0,28437.8756060488,0,0,28437.8756060488,0.1,8,72,1.11111111111111,0.1
8,"8",80,913,28500.3784555311,-58468.3348161446,0,28500.3784555311,0,0,28500.3784555311,0.1,8,72,1.11111111111111,0.1
8,"8",80,884,27594.5014196484,-57920.2465715971,0,27594.5014196484,0,0,27594.5014196484,0.1,8,72,1.11111111111111,0.1
8,"8",80,920,28718.217846006,-49189.4020366645,0,28718.217846006,0,0,28718.217846006,0.1,8,72,1.11111111111111,0.1
8,"8",80,919,28690.4165323256,-53852.7296800354,0,28690.4165323256,0,0,28690.4165323256,0.1,8,72,1.11111111111111,0.1
8,"8",80,936,29221.0441787248,-57510.3967594371,0,29221.0441787248,0,0,29221.0441787248,0.1,8,72,1.11111111111111,0.1
8,"8",80,929,28999.3226807316,-63714.4143388036,0,28999.3226807316,0,0,28999.3226807316,0.1,8,72,1.11111111111111,0.1
8,"8",80,915,28562.1494748954,-60626.1379109749,0,28562.1494748954,0,0,28562.1494748954,0.1,8,72,1.11111111111111,0.1
8,"8",80,911,28437.965895127,-52424.3687346092,0,28437.965895127,0,0,28437.965895127,0.1,8,72,1.11111111111111,0.1
8,"8",80,896,27969.1798345231,-60796.9087358967,0,27969.1798345231,0,0,27969.1798345231,0.1,8,72,1.11111111111111,0.1
8,"8",80,952,29719.4272775062,-67417.309439448,0,29719.4272775062,0,0,29719.4272775062,0.1,8,72,1.11111111111111,0.1
8,"8",80,873,27251.1246238469,-49504.0428390549,0,27251.1246238469,0,0,27251.1246238469,0.1,8,72,1.11111111111111,0.1
8,"8",80,912,28469.621073698,-64483.5865395728,0,28469.621073698,0,0,28469.621073698,0.1,8,72,1.11111111111111,0.1
8,"8",80,885,27625.7379964553,-65832.7060748852,0,27625.7379964553,0,0,27625.7379964553,0.1,8,72,1.11111111111111,0.1
8,"8",80,940,29343.4713223177,-51748.8359021214,0,29343.4713223177,0,0,29343.4713223177,0.1,8,72,1.11111111111111,0.1
8,"8",80,928,28968.7334407067,-62601.548210642,0,28968.7334407067,0,0,28968.7334407067,0.1,8,72,1.11111111111111,0.1
8,"8",80,937,29248.8936315582,-57366.6420337987,0,29248.8936315582,0,0,29248.8936315582,0.1,8,72,1.11111111111111,0.1
8,"8",80,889,27750.7531283251,-62254.5010716657,0,27750.7531283251,0,1,0,0.1,8,72,10,0.9
8,"8",80,911,28438.2480517662,-65251.5333643684,0,28438.2480517662,0,0,28438.2480517662,0.1,8,72,1.11111111111111,0.1
8,"8",80,940,29342.6650289321,-59429.1961134624,0,29342.6650289321,0,0,29342.6650289321,0.1,8,72,1.11111111111111,0.1
8,"8",80,962,30029.8187740325,-61688.7560759796,0,30029.8187740325,0,1,0,0.1,8,72,10,0.9
8,"8",80,906,28281.5723096728,-68955.2623148348,0,28281.5723096728,0,0,28281.5723096728,0.1,8,72,1.11111111111111,0.1
8,"8",80,895,27943.1578984252,-64655.9015560781,0,27943.1578984252,0,0,27943.1578984252,0.1,8,72,1.11111111111111,0.1
8,"8",80,915,28562.1615378306,-46411.6529178468,0,28562.1615378306,0,0,28562.1615378306,0.1,8,72,1.11111111111111,0.1
8,"8",80,901,28128.4615896398,-60780.6865588533,0,28128.4615896398,0,0,28128.4615896398,0.1,8,72,1.11111111111111,0.1
8,"8",80,894,27907.4138481091,-64585.1018509402,0,27907.4138481091,0,0,27907.4138481091,0.1,8,72,1.11111111111111,0.1
8,"8",80,941,29376.6405453991,-53839.6507648864,0,29376.6405453991,0,1,0,0.1,8,72,10,0.9
8,"8",80,916,28593.9863768031,-66958.4670680483,0,28593.9863768031,0,1,0,0.1,8,72,10,0.9
8,"8",80,918,28655.7854069801,-53439.6881800609,0,28655.7854069801,0,0,28655.7854069801,0.1,8,72,1.11111111111111,0.1
8,"8",80,993,31000.3011017429,-59331.0271082373,0,31000.3011017429,0,0,31000.3011017429,0.1,8,72,1.11111111111111,0.1
8,"8",80,942,29406.8994396685,-61827.3748172334,0,29406.8994396685,0,0,29406.8994396685,0.1,8,72,1.11111111111111,0.1
8,"8",80,896,27970.0325692461,-57520.5461302567,0,27970.0325692461,0,1,0,0.1,8,72,10,0.9
8,"8",80,926,28906.5475697314,-55973.8568995414,0,28906.5475697314,0,0,28906.5475697314,0.1,8,72,1.11111111111111,0.1
8,"8",80,914,28531.2866600129,-66513.7183196595,0,28531.2866600129,0,1,0,0.1,8,72,10,0.9
8,"8",80,921,28750.1358420267,-59987.6142992245,0,28750.1358420267,0,0,28750.1358420267,0.1,8,72,1.11111111111111,0.1
8,"8",80,948,29592.4097785238,-52716.5151583292,0,29592.4097785238,0,0,29592.4097785238,0.1,8,72,1.11111111111111,0.1
8,"8",80,915,28562.332636233,-55251.5448096269,0,28562.332636233,0,0,28562.332636233,0.1,8,72,1.11111111111111,0.1
8,"8",80,847,0,-59206.9080884785,0,0,0,0,0,0.1,8,72,1.11111111111111,0.1
8,"8",80,927,28938.5531615422,-57321.5187027794,0,28938.5531615422,0,0,28938.5531615422,0.1,8,72,1.11111111111111,0.1
8,"8",80,918,28655.896370552,-51544.8202012766,0,28655.896370552,0,0,28655.896370552,0.1,8,72,1.11111111111111,0.1
8,"8",80,969,30250.9991890565,-63766.1270841775,0,30250.9991890565,0,0,30250.9991890565,0.1,8,72,1.11111111111111,0.1
8,"8",80,885,27625.6943293663,-62972.1434863946,0,27625.6943293663,0,0,27625.6943293663,0.1,8,72,1.11111111111111,0.1
8,"8",80,939,29311.8806104992,-57123.6622503366,0,29311.8806104992,0,0,29311.8806104992,0.1,8,72,1.11111111111111,0.1
8,"8",80,903,28190.2286154277,-52679.0929399891,0,28190.2286154277,0,0,28190.2286154277,0.1,8,72,1.11111111111111,0.1
8,"8",80,881,27502.0174051897,-53757.6812231524,0,27502.0174051897,0,1,0,0.1,8,72,10,0.9
8,"8",80,902,28156.3710794769,-48338.6107031271,0,28156.3710794769,0,0,28156.3710794769,0.1,8,72,1.11111111111111,0.1
8,"8",80,910,28406.0673999726,-64801.9039052836,0,28406.0673999726,0,0,28406.0673999726,0.1,8,72,1.11111111111111,0.1
8,"8",80,874,27283.2290926684,-60319.780016347,0,27283.2290926684,0,0,27283.2290926684,0.1,8,72,1.11111111111111,0.1
8,"8",80,894,27906.6465352871,-57583.4018971418,0,27906.6465352871,0,0,27906.6465352871,0.1,8,72,1.11111111111111,0.1
8,"8",80,912,28471.3284015328,-60067.8905129282,0,28471.3284015328,0,0,28471.3284015328,0.1,8,72,1.11111111111111,0.1
8,"8",80,965,30123.2024404661,-58793.5818741141,0,30123.2024404661,0,0,30123.2024404661,0.1,8,72,1.11111111111111,0.1
8,"8",80,953,29748.7034852315,-68996.9297054037,0,29748.7034852315,0,0,29748.7034852315,0.1,8,72,1.11111111111111,0.1
8,"8",80,967,30185.5126985495,-50543.6805051702,0,30185.5126985495,0,0,30185.5126985495,0.1,8,72,1.11111111111111,0.1
8,"8",80,957,29873.2679504818,-60376.697419353,0,29873.2679504818,0,0,29873.2679504818,0.1,8,72,1.11111111111111,0.1
8,"8",80,941,29373.8685967625,-57243.1426295402,0,29373.8685967625,0,0,29373.8685967625,0.1,8,72,1.11111111111111,0.1
8,"8",80,912,28468.5421389805,-55967.2920010782,0,28468.5421389805,0,0,28468.5421389805,0.1,8,72,1.11111111111111,0.1
8,"8",80,869,0,-46769.2158219085,0,0,0,0,0,0.1,8,72,1.11111111111111,0.1
8,"8",80,999,31184.3021237899,-56420.3391635381,0,31184.3021237899,0,0,31184.3021237899,0.1,8,72,1.11111111111111,0.1
8,"8",80,911,28437.5946961023,-66169.1220068154,0,28437.5946961023,0,0,28437.5946961023,0.1,8,72,1.11111111111111,0.1
8,"8",80,938,29280.9471602999,-66490.5078278827,0,29280.9471602999,0,0,29280.9471602999,0.1,8,72,1.11111111111111,0.1
8,"8",80,955,29810.9062737486,-55816.6642071161,0,29810.9062737486,0,0,29810.9062737486,0.1,8,72,1.11111111111111,0.1
8,"8",80,840,0,-56221.1383691033,0,0,0,0,0,0.1,8,72,1.11111111111111,0.1
8,"8",80,939,29311.3513648362,-51360.1698054119,0,29311.3513648362,0,0,29311.3513648362,0.1,8,72,1.11111111111111,0.1
8,"8",80,853,0,-58185.0094740376,0,0,0,0,0,0.1,8,72,1.11111111111111,0.1
8,"8",80,933,29124.0803659719,-51536.6684918053,0,29124.0803659719,0,0,29124.0803659719,0.1,8,72,1.11111111111111,0.1
8,"8",80,923,28812.5656436668,-55086.6381521541,0,28812.5656436668,0,0,28812.5656436668,0.1,8,72,1.11111111111111,0.1
8,"8",80,876,27345.0219287391,-59374.5197188904,0,27345.0219287391,0,0,27345.0219287391,0.1,8,72,1.11111111111111,0.1
8,"8",80,905,28250.0546052996,-55681.9913179767,0,28250.0546052996,0,0,28250.0546052996,0.1,8,72,1.11111111111111,0.1
8,"8",80,956,29844.1323042498,-60479.6016931673,0,29844.1323042498,0,0,29844.1323042498,0.1,8,72,1.11111111111111,0.1
8,"8",80,944,29467.3866461884,-54193.3823060072,0,29467.3866461884,0,0,29467.3866461884,0.1,8,72,1.11111111111111,0.1
8,"8",80,971,30310.5937681946,-59474.5948301901,0,30310.5937681946,0,0,30310.5937681946,0.1,8,72,1.11111111111111,0.1
8,"8",80,948,29592.4087382734,-48628.5259294212,0,29592.4087382734,0,0,29592.4087382734,0.1,8,72,1.11111111111111,0.1
8,"8",80,961,29999.5260030614,-53240.1395590213,0,29999.5260030614,0,0,29999.5260030614,0.1,8,72,1.11111111111111,0.1
8,"8",80,957,29878.1115370424,-64260.1953146372,0,29878.1115370424,0,0,29878.1115370424,0.1,8,72,1.11111111111111,0.1
8,"8",80,878,27407.5061369649,-53586.8628128979,0,27407.5061369649,0,0,27407.5061369649,0.1,8,72,1.11111111111111,0.1
8,"8",80,922,28780.748405096,-59441.3263637479,0,28780.748405096,0,0,28780.748405096,0.1,8,72,1.11111111111111,0.1
8,"8",80,931,29061.5856163152,-55140.4587828268,0,29061.5856163152,0,0,29061.5856163152,0.1,8,72,1.11111111111111,0.1
9,"9",100,126,0,-4017.73814000343,0,0,0,0,0,0.5,50,50,2,0.5
9,"9",100,156,1861.31830880741,-4162.05956464647,0,1861.31830880741,0,0,1861.31830880741,0.5,50,50,2,0.5
9,"9",100,134,1600.61188251262,-4293.48971152468,0,1600.61188251262,0,1,0,0.5,50,50,2,0.5
9,"9",100,166,1979.94805187772,-4438.09044776631,0,1979.94805187772,0,1,0,0.5,50,50,2,0.5
9,"9",100,145,1729.85456428486,-4074.14006415627,0,1729.85456428486,0,0,1729.85456428486,0.5,50,50,2,0.5
9,"9",100,146,1741.5094822759,-4500.76384641592,0,1741.5094822759,0,1,0,0.5,50,50,2,0.5
9,"9",100,153,1825.15628377149,-4013.17861509019,0,1825.15628377149,0,1,0,0.5,50,50,2,0.5
9,"9",100,124,0,-3192.74233981603,0,0,0,1,0,0.5,50,50,2,0.5
9,"9",100,159,1899.10949675826,-4079.58694710839,0,1899.10949675826,0,0,1899.10949675826,0.5,50,50,2,0.5
9,"9",100,150,1789.13720506243,-3620.19817561142,0,1789.13720506243,0,0,1789.13720506243,0.5,50,50,2,0.5
9,"9",100,160,1908.90249113411,-4276.8296260783,0,1908.90249113411,0,1,0,0.5,50,50,2,0.5
9,"9",100,151,1801.19836445159,-4337.67743840976,0,1801.19836445159,0,1,0,0.5,50,50,2,0.5
9,"9",100,152,1813.29010955055,-3968.48334978026,0,1813.29010955055,0,1,0,0.5,50,50,2,0.5
9,"9",100,144,1717.62966978225,-4058.21450580398,0,1717.62966978225,0,0,1717.62966978225,0.5,50,50,2,0.5
9,"9",100,164,1958.51390339008,-3900.90791955516,0,1958.51390339008,0,0,1958.51390339008,0.5,50,50,2,0.5
9,"9",100,160,1909.15957550918,-4361.79312709321,0,1909.15957550918,0,0,1909.15957550918,0.5,50,50,2,0.5
9,"9",100,152,1813.52178564614,-3390.0362990864,0,1813.52178564614,0,1,0,0.5,50,50,2,0.5
9,"9",100,144,1717.6918669213,-3600.42623691615,0,1717.6918669213,0,1,0,0.5,50,50,2,0.5
9,"9",100,150,1789.17913989457,-3350.29171451896,0,1789.17913989457,0,0,1789.17913989457,0.5,50,50,2,0.5
9,"9",100,161,1920.96375919064,-3546.86161976545,0,1920.96375919064,0,1,0,0.5,50,50,2,0.5
9,"9",100,161,1921.51564239691,-4058.33206314554,0,1921.51564239691,0,0,1921.51564239691,0.5,50,50,2,0.5
9,"9",100,139,1661.76380090956,-4298.09295173802,0,1661.76380090956,0,0,1661.76380090956,0.5,50,50,2,0.5
9,"9",100,144,1719.01872476073,-4011.95190283308,0,1719.01872476073,0,0,1719.01872476073,0.5,50,50,2,0.5
9,"9",100,155,1848.83489366337,-4240.9571990405,0,1848.83489366337,0,0,1848.83489366337,0.5,50,50,2,0.5
9,"9",100,133,1587.47908778708,-4485.42941443627,0,1587.47908778708,0,0,1587.47908778708,0.5,50,50,2,0.5
9,"9",100,165,1972.49108762604,-3880.74681000762,0,1972.49108762604,0,1,0,0.5,50,50,2,0.5
9,"9",100,129,1539.33463543638,-3432.77183232353,0,1539.33463543638,0,0,1539.33463543638,0.5,50,50,2,0.5
9,"9",100,144,1717.77131376982,-3783.61700851665,0,1717.77131376982,0,0,1717.77131376982,0.5,50,50,2,0.5
9,"9",100,155,1849.34705006613,-3604.23911795546,0,1849.34705006613,0,1,0,0.5,50,50,2,0.5
9,"9",100,140,1669.83528052482,-4357.18091366237,0,1669.83528052482,0,0,1669.83528052482,0.5,50,50,2,0.5
9,"9",100,137,1634.1671917337,-3305.42298608768,0,1634.1671917337,0,1,0,0.5,50,50,2,0.5
9,"9",100,156,1860.79064537339,-4136.69952280327,0,1860.79064537339,0,0,1860.79064537339,0.5,50,50,2,0.5
9,"9",100,153,1824.98784347769,-4406.46178535059,0,1824.98784347769,0,1,0,0.5,50,50,2,0.5
9,"9",100,134,1598.27589838718,-3565.34896290116,0,1598.27589838718,0,1,0,0.5,50,50,2,0.5
9,"9",100,145,1729.70584307804,-4051.81738600867,0,1729.70584307804,0,1,0,0.5,50,50,2,0.5
9,"9",100,122,0,-3527.60240710117,0,0,0,0,0,0.5,50,50,2,0.5
9,"9",100,140,1672.83650916445,-4669.83343864742,0,1672.83650916445,0,1,0,0.5,50,50,2,0.5
9,"9",100,134,1598.66103679861,-4116.56346123166,0,1598.66103679861,0,1,0,0.5,50,50,2,0.5
9,"9",100,147,1753.34294408042,-3719.7259908619,0,1753.34294408042,0,1,0,0.5,50,50,2,0.5
9,"9",100,154,1837.26402958302,-4172.36681209519,0,1837.26402958302,0,0,1837.26402958302,0.5,50,50,2,0.5
9,"9",100,154,1837.24395648201,-3637.93334960429,0,1837.24395648201,0,1,0,0.5,50,50,2,0.5
9,"9",100,148,1766.83655487505,-3879.89707819812,0,1766.83655487505,0,1,0,0.5,50,50,2,0.5
9,"9",100,170,2027.69764906142,-4130.46775093528,0,2027.69764906142,0,0,2027.69764906142,0.5,50,50,2,0.5
9,"9",100,134,1598.44064447197,-4446.13575111837,0,1598.44064447197,0,0,1598.44064447197,0.5,50,50,2,0.5
9,"9",100,153,1825.90560865903,-3716.97239239723,0,1825.90560865903,0,0,1825.90560865903,0.5,50,50,2,0.5
9,"9",100,155,1851.7923401642,-3491.05576279883,0,1851.7923401642,0,0,1851.7923401642,0.5,50,50,2,0.5
9,"9",100,138,1646.125504079,-3686.0423553755,0,1646.125504079,0,1,0,0.5,50,50,2,0.5
9,"9",100,138,1646.76968700303,-3763.14005610406,0,1646.76968700303,0,0,1646.76968700303,0.5,50,50,2,0.5
9,"9",100,136,1622.30247176469,-3609.22051738725,0,1622.30247176469,0,1,0,0.5,50,50,2,0.5
9,"9",100,125,0,-4500.89391237836,0,0,0,1,0,0.5,50,50,2,0.5
9,"9",100,157,1872.65365851844,-3336.74021625443,0,1872.65365851844,0,1,0,0.5,50,50,2,0.5
9,"9",100,156,1861.18518992828,-4354.59763328607,0,1861.18518992828,0,1,0,0.5,50,50,2,0.5
9,"9",100,159,1896.68269378564,-4184.27907469734,0,1896.68269378564,0,0,1896.68269378564,0.5,50,50,2,0.5
9,"9",100,144,1717.99350466578,-4083.65194821036,0,1717.99350466578,0,0,1717.99350466578,0.5,50,50,2,0.5
9,"9",100,153,1825.15501826664,-4955.03484372205,0,1825.15501826664,0,1,0,0.5,50,50,2,0.5
9,"9",100,154,1837.07199185457,-4454.41932106755,0,1837.07199185457,0,0,1837.07199185457,0.5,50,50,2,0.5
9,"9",100,150,1789.97483614713,-4805.20898476939,0,1789.97483614713,0,1,0,0.5,50,50,2,0.5
9,"9",100,155,1850.1303627273,-4504.29343234672,0,1850.1303627273,0,1,0,0.5,50,50,2,0.5
9,"9",100,156,1861.98923237856,-3605.90597006164,0,1861.98923237856,0,0,1861.98923237856,0.5,50,50,2,0.5
9,"9",100,140,1670.20805268565,-4839.51813822814,0,1670.20805268565,0,0,1670.20805268565,0.5,50,50,2,0.5
9,"9",100,169,2017.20148792258,-4154.21583476305,0,2017.20148792258,0,1,0,0.5,50,50,2,0.5
9,"9",100,158,1885.63490822521,-3828.22273755698,0,1885.63490822521,0,1,0,0.5,50,50,2,0.5
9,"9",100,139,1658.2392293167,-4099.64770415241,0,1658.2392293167,0,0,1658.2392293167,0.5,50,50,2,0.5
9,"9",100,154,1838.39323183939,-3859.62853709197,0,1838.39323183939,0,1,0,0.5,50,50,2,0.5
9,"9",100,135,1610.34359173187,-4095.10263579266,0,1610.34359173187,0,1,0,0.5,50,50,2,0.5
9,"9",100,170,2028.04881021788,-4619.42755666455,0,2028.04881021788,0,0,2028.04881021788,0.5,50,50,2,0.5
9,"9",100,144,1717.58558151649,-4399.70185971735,0,1717.58558151649,0,1,0,0.5,50,50,2,0.5
9,"9",100,152,1812.96328840291,-4501.60638872749,0,1812.96328840291,0,0,1812.96328840291,0.5,50,50,2,0.5
9,"9",100,164,1956.38439861484,-3391.78052009899,0,1956.38439861484,0,1,0,0.5,50,50,2,0.5
9,"9",100,156,1860.74959816594,-3697.04817911345,0,1860.74959816594,0,0,1860.74959816594,0.5,50,50,2,0.5
9,"9",100,163,1945.64489190776,-4093.5389326099,0,1945.64489190776,0,1,0,0.5,50,50,2,0.5
9,"9",100,145,1729.47660733305,-3994.14207264616,0,1729.47660733305,0,1,0,0.5,50,50,2,0.5
9,"9",100,150,1789.28530041232,-3656.14135546021,0,1789.28530041232,0,1,0,0.5,50,50,2,0.5
9,"9",100,167,1997.63172894049,-3752.91740373647,0,1997.63172894049,0,0,1997.63172894049,0.5,50,50,2,0.5
9,"9",100,149,1777.18409173761,-4883.22044231558,0,1777.18409173761,0,1,0,0.5,50,50,2,0.5
9,"9",100,183,2182.72283781578,-3381.14737429936,0,2182.72283781578,0,0,2182.72283781578,0.5,50,50,2,0.5
9,"9",100,136,1622.4419247609,-3883.75639870619,0,1622.4419247609,0,1,0,0.5,50,50,2,0.5
9,"9",100,166,1980.03178950743,-4324.25809992812,0,1980.03178950743,0,0,1980.03178950743,0.5,50,50,2,0.5
9,"9",100,152,1814.4867079363,-4119.17100532908,0,1814.4867079363,0,0,1814.4867079363,0.5,50,50,2,0.5
9,"9",100,164,1956.39142553835,-4244.31598529366,0,1956.39142553835,0,1,0,0.5,50,50,2,0.5
9,"9",100,137,1634.90082354092,-4826.34625586839,0,1634.90082354092,0,1,0,0.5,50,50,2,0.5
9,"9",100,143,1705.73349547777,-4459.62409476209,0,1705.73349547777,0,0,1705.73349547777,0.5,50,50,2,0.5
9,"9",100,164,1956.25969097729,-4198.50438164196,0,1956.25969097729,0,0,1956.25969097729,0.5,50,50,2,0.5
9,"9",100,159,1899.60323608851,-4024.98243917558,0,1899.60323608851,0,1,0,0.5,50,50,2,0.5
9,"9",100,152,1813.57735157678,-4399.06694448141,0,1813.57735157678,0,0,1813.57735157678,0.5,50,50,2,0.5
9,"9",100,147,1758.94001266303,-3885.6411372479,0,1758.94001266303,0,0,1758.94001266303,0.5,50,50,2,0.5
9,"9",100,143,1706.10084457951,-4391.70705617451,0,1706.10084457951,0,0,1706.10084457951,0.5,50,50,2,0.5
9,"9",100,139,1658.24954589534,-4524.14222374097,0,1658.24954589534,0,1,0,0.5,50,50,2,0.5
